Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKPRN,Institution,MainPanel,uoaId,UnitOfAssessment,msubId,MultipleSubmission,JointSubmission,OutputTypeId,Title,Place,Publisher,VolumeTitle,Volume,Issue,FirstPage,ArticleNumber,ISBN,ISSN,DOI,PatentNumber,Year,URL,NumberOfAdditionalAuthors,IsForeignLanguageOutput,IsInterdisciplinary,ProposeDoubleWeighting,ResearchGroup,CitationsApplicable,CitedByCount,CrossReferToUoa
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Averting biodiversity collapse in tropical forest protected areas,,,Nature,489,7415,290,,,1476-4687,10.1038/nature11318,,2012,http://www.nature.com/nature/journal/v489/n7415/full/nature11318.html,215,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,"Avoidance of a generalist entomopathogenic fungus by the ladybird, Coccinella septempunctata",,,FEMS Microbiol Ecol,77,2,229,,,1574-6941,10.1111/j.1574-6941.2011.01100.x,,2011,http://onlinelibrary.wiley.com/doi/10.1111/j.1574-6941.2011.01100.x/abstract,4,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Cause and Effect in Biology Revisited: Is Mayr's Proximate-Ultimate Dichotomy Still Useful?,,,Science,334,6062,1512,,,1095-9203,10.1126/science.1210879,,2011,http://www.sciencemag.org/content/334/6062/1512,4,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,C,Climate risk from primary insurance perspective,,Palgrave Macmillan,Managing climate change business risks and consequences: leadership for global sustainability,,,,,0230115837,,,,2012,http://www.amazon.co.uk/Managing-Climate-Change-Business-Consequences/dp/0230115837,2,,,,,,,19
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Colour-independent shape recognition of cryptic predators by bumblebees,,,Behavioral Ecology and Sociobiology,66,3,487,,,1432-0762,10.1007/s00265-011-1295-y,,2012,http://link.springer.com/article/10.1007%2Fs00265-011-1295-y,2,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Comparing the performance of different stomatal conductance models using modelled and measured plant carbon isotope ratios (?13C): implications for assessing physiological forcing,,,Global Change Biology,19,6,1709,,,13541013,10.1111/gcb.12192,,2013,http://onlinelibrary.wiley.com/doi/10.1111/gcb.12192/abstract,10,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Correction of tree ring stable carbon isotope chronologies for changes in the carbon dioxide content of the atmosphere,,,Geochimica et Cosmochimica Acta,73,6,1539,,,00167037,10.1016/j.gca.2008.11.041,,2009,http://www.sciencedirect.com/science/article/pii/S0016703708007357,9,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Detecting social transmission in networks,,,Journal of Theoretical Biology,263,4,544,,,00225193,10.1016/j.jtbi.2010.01.004,,2010,http://www.sciencedirect.com/science/article/pii/S0022519310000081,2,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Development of Sustainable Solutions for Zebra Mussel Control Through Chemical Product Engineering,,,Chinese Journal of Chemical Engineering,16,3,435,,,10049541,10.1016/S1004-9541(08)60101-9,,2008,http://www.sciencedirect.com/science/article/pii/S1004954108601019,4,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Diet and growth rates of Meganyctiphanes norvegica in autumn,,,Marine Biology Research,8,7,615,,,1745-1019,10.1080/17451000.2011.653366,,2012,http://www.tandfonline.com/doi/abs/10.1080/17451000.2011.653366,3,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Different bioindicators measured at different spatial scales vary in their response to agricultural intensity,,,Ecological Indicators,18,,676,,,1470160X,10.1016/j.ecolind.2012.01.013,,2012,http://www.sciencedirect.com/science/article/pii/S1470160X12000283,7,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Drivers of songbird productivity at a restored gravel pit: Influence of seasonal flooding and rainfall patterns and implications for habitat management,,,"Agriculture, Ecosystems & Environment",162,,138,,,01678809,10.1016/j.agee.2012.09.004,,2012,http://www.sciencedirect.com/science/article/pii/S0167880912003362,1,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Dynamics of viscous grounding lines,,,Journal of Fluid Mechanics,648,,363,,,1469-7645,10.1017/S0022112009993119,,2010,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=7464448,2,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Effect of colour vision status on insect prey capture efficiency of captive and wild tamarins (Saguinus spp.),,,Animal Behaviour,83,2,479,,,00033472,10.1016/j.anbehav.2011.11.023,,2012,http://www.sciencedirect.com/science/article/pii/S000334721100515X,5,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Effects of structural and functional habitat gaps on breeding woodland birds: working harder for less,,,Landscape Ecology,23,5,615,,,1572-9761,10.1007/s10980-008-9225-8,,2008,http://link.springer.com/article/10.1007%2Fs10980-008-9225-8,6,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,"Enhanced mortality of the biofouling zebra mussel, Dreissena polymorpha, through the application of combined control agents",,,Journal of Great Lakes Research,37,2,272,,,03801330,10.1016/j.jglr.2011.01.005,,2011,http://www.sciencedirect.com/science/article/pii/S0380133011000074,3,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Exploring biological constraints on the glacial history of Antarctica,,,Quaternary Science Reviews,28,27-28,3035,,,02773791,10.1016/j.quascirev.2009.08.015,,2009,http://www.sciencedirect.com/science/article/pii/S0277379109002893,9,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,C,Exudativory in primates: interspecific patterns,,Springer,The Evolution of Exudativory in Primates,,,,,978-1-4419-6660-5,,10.1007/978-1-4419-6661-2_3,,2010,http://angliaruskin.openrepository.com/arro/handle/10540/197813,0,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,"First detection of an NSAID, flunixin, in sheep’s wool using GC–MS",,,Environmental Pollution,159,5,1446,,,02697491,10.1016/j.envpol.2011.01.031,,2011,http://www.sciencedirect.com/science/article/pii/S0269749111000534,3,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Goldfish in a tank: the effect of substrate on foraging behaviour in aquarium fish.,,,Animal Welfare,20,3,311,,,0962-7286,,,2011,http://www.ingentaconnect.com/content/ufaw/aw/2011/00000020/00000003/art00001,1,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Ground Water Chemistry Changes before Major Earthquakes and Possible Effects on Animals,,,International Journal of Environmental Research and Public Health,8,12,1936,,,1660-4601,10.3390/ijerph8061936,,2011,http://www.mdpi.com/1660-4601/8/6/1936,6,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Harmonia axyridis in Great Britain: analysis of the spread and distribution of a non-native coccinellid,,,BioControl,53,1,55,,,1573-8248,10.1007/s10526-007-9124-y,,2007,http://link.springer.com/article/10.1007%2Fs10526-007-9124-y,5,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Illusions Promote Mating Success in Great Bowerbirds,,,Science,335,6066,335,,,1095-9203,10.1126/science.1212443,,2012,http://www.sciencemag.org/content/335/6066/335,1,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Ingestion of fishing gear and entanglements of seabirds: Monitoring and implications for management,,,Biological Conservation,143,2,501,,,00063207,10.1016/j.biocon.2009.11.020,,2010,http://www.sciencedirect.com/science/article/pii/S0006320709004856,5,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Interactions between livestock systems and biodiversity in South-East Ireland,,,"Agriculture, Ecosystems & Environment",139,1-2,232,,,01678809,10.1016/j.agee.2010.08.008,,2010,http://www.sciencedirect.com/science/article/pii/S0167880910002112,5,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,C,International climate finance and clean energy investing,,PEI Media,Clean Energy Investing,,,,,978-1-908783-04-2,,,,2012,http://www.capdyn.com/newswriter_files/Clean%20Energy%20Investing%20book_CD_PEI1.pdf,0,,,,,,,19
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Invasive alien predator causes rapid declines of native European ladybirds,,,Diversity and Distributions,18,7,717,,,13669516,10.1111/j.1472-4642.2012.00883.x,,2012,http://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2012.00883.x/abstract,19,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Landscape features affect gene flow of Scottish Highland red deer (Cervus elaphus),,,Molecular Ecology,17,4,981,,,09621083,10.1111/j.1365-294X.2007.03629.x,,2008,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-294X.2007.03629.x/abstract,5,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Landscape genetics of a top neotropical predator,,,Molecular Ecology,21,24,5969,,,09621083,10.1111/mec.12088,,2012,http://onlinelibrary.wiley.com/doi/10.1111/mec.12088/abstract,2,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Lessons from lady beetles: accuracy of monitoring data from US and UK citizen-science programs,,,Frontiers in Ecology and the Environment,10,9,471,,,1540-9295,10.1890/110185,,2012,http://www.esajournals.org/doi/abs/10.1890/110185,5,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Male great bowerbirds create forced perspective illusions with consistently different individual quality,,,Proceedings of the National Academy of Sciences,109,51,20980,,,1091-6490,10.1073/pnas.1208350109,,2012,http://www.pnas.org/content/109/51/20980,1,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Mapping Areas for Policy Evaluation: An Analysis of Rural Hungary,,,Acta Oeconomica et Informatica,15,,29,,,1336-9261,,,2012,http://roaae.org/issue/acta-oeconomica-et-informatica-aoei-vol-15-no-22012/?article=mapping-areas-for-policy-evaluation-an-analysis-of-rural-hungary,0,,,,,,,19
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Network-Based Diffusion Analysis Reveals Cultural Transmission of Lobtail Feeding in Humpback Whales,,,Science,340,6131,485,,,1095-9203,10.1126/Science.1231976,,2012,http://www.sciencemag.org/content/340/6131/485,3,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,"Notodiscus (Charopidae) on South Georgia: some implications of shell size, shell shape, and site isolation in a singular sub-Antarctic land snail",,,Antarctic Science,23,05,442,,,1365-2079,10.1017/S0954102011000289,,2011,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=8401227,1,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Position-specific measurement of oxygen isotope ratios in cellulose: Isotopic exchange during heterotrophic cellulose synthesis,,,Geochimica et Cosmochimica Acta,112,,178,,,00167037,10.1016/j.gca.2013.02.021,,2013,,6,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Predation of native coccinellids by the invasive alienHarmonia axyridis(Coleoptera: Coccinellidae): detection in Britain by PCR-based gut analysis,,,Insect Conservation and Diversity,6,1,20,,,1752458X,10.1111/j.1752-4598.2012.00184.x,,2013,http://onlinelibrary.wiley.com/doi/10.1111/j.1752-4598.2012.00184.x/abstract,5,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Predator crypsis enhances behaviourally mediated indirect effects on plants by altering bumblebee foraging preferences,,,Proceedings of the Royal Society B: Biological Sciences,276,1664,2031,,,1471-2954,10.1098/rspb.2008.1748,,2009,http://rspb.royalsocietypublishing.org/content/276/1664/2031,1,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Predicting the unpredictable; evidence of pre-seismic anticipatory behaviour in the common toad,,,Journal of Zoology,281,4,263,,,14697998,10.1111/j.1469-7998.2010.00700.x,,2010,http://onlinelibrary.wiley.com/doi/10.1111/j.1469-7998.2010.00700.x/abstract,1,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,"Preferred Habitat of Breeding Birds May Be Compromised by Climate Change: Unexpected Effects of an Exceptionally Cold, Wet Spring",,,PLoS ONE,8,9,e75536,,,1932-6203,10.1371/journal.pone.0075536,,2013,http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0075536,3,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,N,Principles for Investment Grade Policy and Projects,,UK Department for Energy and Climate Change,,,,,,,,,,2012,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/48391/5498-cmci-principles-report.pdf,1,,,,,,,19
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Qualitative detection of the NSAIDs diclofenac and ibuprofen in the hair of Eurasian otters (Lutra lutra) occupying UK waterways with GC–MS,,,European Journal of Wildlife Research,57,5,1107,,,1439-0574,10.1007/s10344-011-0513-2,,2011,http://link.springer.com/article/10.1007%2Fs10344-011-0513-2,5,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Quantifying Soil Hydrology to Explain the Development of Vegetation at an Ex-Arable Wetland Restoration Site,,,Wetlands,33,2,311,,,1943-6246,10.1007/s13157-013-0385-1,,2013,http://link.springer.com/article/10.1007%2Fs13157-013-0385-1,3,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,N,Resource constraints: sharing a finite world. Implications of Limits to Growth for the Actuarial Profession. The evidence and scenarios for the future.,,Institute and Faculty of Actuaries,,,,,,,,,,2013,,5,,,,,,,19
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Review: Ecological networks - beyond food webs,,,Journal of Animal Ecology,78,1,253,,,13652656,10.1111/j.1365-2656.2008.01460.x,,2009,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2656.2008.01460.x/abstract,16,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Simultaneous detection of controlled substances in waste water,,,Analytical Methods,5,13,3248,,,1759-9679,10.1039/C3AY40655E,,2013,http://pubs.rsc.org/en/Content/ArticleLanding/2013/AY/c3ay40655e#!divAbstract,4,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Speed-Accuracy Tradeoffs and False Alarms in Bee Responses to Cryptic Predators,,,Current Biology,18,19,1520,,,09609822,10.1016/j.cub.2008.07.074,,2008,http://www.sciencedirect.com/science/article/pii/S0960982208010191,1,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Surviving out in the cold: Antarctic endemic invertebrates and their refugia,,,Journal of Biogeography,35,12,2176,,,1365-2699,10.1111/j.1365-2699.2008.01953.x,,2008,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2008.01953.x/abstract,1,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Sustainable travel behaviour and the widespread impacts on the local economy,,,Local Economy,27,7,764,,,1470-9325,10.1177/0269094212455149,,2012,http://lec.sagepub.com/content/27/7/764,1,,,,,,,19
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,"Target strength measurements of Nile perch (Lates niloticus: Linnaeus, 1758) in Lake Victoria, East Africa",,,Fisheries Research,113,1,76,,,01657836,10.1016/j.fishres.2011.10.003,,2012,http://www.sciencedirect.com/science/article/pii/S0165783611003110,3,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Testing early life connectivity using otolith chemistry and particle tracking simulations.,,,Canadian Journal of Fisheries and Aquatic Sciences.,67,8,1303,,,0706-652X,10.1139/F10-065,,2010,http://www.nrcresearchpress.com/doi/abs/10.1139/F10-065,4,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,The biogeography of introgression in the critically endangered African monkey Rungwecebus kipunji,,,Biology Letters,6,2,233,,,1744-957X,10.1098/rsbl.2009.0741,,2010,http://rsbl.royalsocietypublishing.org/content/6/2/233,6,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,The evolutionary basis of human social learning,,,Proceedings of the Royal Society B: Biological Sciences,279,1729,653,,,1471-2954,10.1098/rspb.2011.1172,,2012,http://rspb.royalsocietypublishing.org/content/279/1729/653,4,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,"The impact of past introductions on an iconic and economically important species, the red deer of Scotland",,,Journal of Heredity,104,1,14,,,1465-7333,10.1093/jhered/ess085,,2013,http://jhered.oxfordjournals.org/content/104/1/14,5,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,The influence of hydrological regimes on sex ratios and spatial segregation of the sexes in two dioecious riparian shrub species in northern Sweden,,,Plant Ecology,208,1,77,,,1573-5052,10.1007/s11258-009-9689-x,,2009,http://link.springer.com/article/10.1007%2Fs11258-009-9689-x,9,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,The influence of lunar cycles on crop-raiding elephants; evidence for risk avoidance,,,African Journal of Ecology,52,,n/a,,,01416707,10.1111/aje.12091,,2013,http://onlinelibrary.wiley.com/doi/10.1111/aje.12091/abstract,5,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,The Influence of Time on the Soil Seed Bank and Vegetation across a Landscape-Scale Wetland Restoration Project,,,Restoration Ecology,20,1,103,,,10612971,10.1111/j.1526-100X.2010.00740.x,,2012,http://onlinelibrary.wiley.com/doi/10.1111/j.1526-100X.2010.00740.x/abstract,3,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,The lunar cycle: a cue for amphibian reproductive phenology?,,,Animal Behaviour,78,2,349,,,00033472,10.1016/j.anbehav.2009.05.007,,2009,http://www.sciencedirect.com/science/article/pii/S0003347209002188,2,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,The potential for endozoochorous dispersal of temperate fen plant species by free-roaming horses,,,Applied Vegetation Science,15,3,359,,,14022001,10.1111/j.1654-109X.2011.01172.x,,2012,http://onlinelibrary.wiley.com/doi/10.1111/j.1654-109X.2011.01172.x/abstract;jsessionid=284FD65D125A81E29D7510BCE058F805.f02t03,2,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,The potential of parasitoid Hymenoptera as bioindicators of arthropod diversity in agricultural grasslands,,,Journal of Applied Ecology,48,2,382,,,00218901,10.1111/j.1365-2664.2010.01937.x,,2010,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2664.2010.01937.x/abstract,5,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,The role of grassland sward islets in the distribution of arthropods in cattle pastures,,,Insect Conservation and Diversity,3,4,291,,,1752458X,10.1111/j.1752-4598.2010.00106.x,,2010,http://onlinelibrary.wiley.com/doi/10.1111/j.1752-4598.2010.00106.x/abstract,3,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Vanishing wildlife corridors and options for restoration: a case study from Tanzania,,,Tropical Conservation Science,5,4,463,,,1940-0829,,,2012,http://tropicalconservationscience.mongabay.com/content/v5/TCS-2012_Vol_5(4)_463-474_Jones_et_al.pdf,5,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Variable extent of sex-biased dispersal in a strongly polygynous mammal,,,Molecular Ecology,19,15,3101,,,1365294X,10.1111/j.1365-294X.2010.04733.x,,2010,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-294X.2010.04733.x/abstract,4,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Vocal mimicry in male bowerbirds: who learns from whom?,,,Biology Letters,6,5,626,,,1744-957X,10.1098/rsbl.2010.0093,,2010,http://rsbl.royalsocietypublishing.org/content/6/5/626,1,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Vocal mimicry in spotted bowerbirds is associated with an alarming context,,,Journal of Avian Biology,43,6,525,,,09088857,10.1111/j.1600-048X.2012.05863.x,,2012,http://onlinelibrary.wiley.com/doi/10.1111/j.1600-048X.2012.05863.x/abstract,1,,,,,,,
10000291,Anglia Ruskin University,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Zebra mussel filtration and its potential uses in industrial water treatment,,,Water Research,42,6-7,1664,,,00431354,10.1016/j.watres.2007.10.020,,2008,http://www.sciencedirect.com/science/article/pii/S0043135407006574,2,,,,,,,
10006840,University of Birmingham,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,"A comparison of forest and moorland stream microlclimate, heat exchanges and thermal dynamics",,,Hydrological Processes,22,,919,,,0885-6087,10.1002/hyp.7003,,2008,,3,,,,,,,
10006840,University of Birmingham,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,"Alternative Initiatives, Cultural Intermediaries and Urban Regeneration: the Case of La Friche (Marseille)",,,European Planning Studies,19,5,795,,,0965-4313,10.1080/09654313.2011.561037,,2011,,0,,,,,,,
10006840,University of Birmingham,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,"An isotopic and modelling study of flow paths and storage in Quaternary calcarenite, SW Australia: implications for speleothem paleoclimate records",,,Quaternary Science Reviews,64,,90,,,02773791,10.1016/j.quascirev.2012.12.015,,2013,,8,,,,,,,
10006840,University of Birmingham,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Application of heat pulse injections for investigating shallow hyporheic flow in a lowland river,,,Water Resources Research,48,12,,W00P02,,0043-1397,10.1029/2012WR012564,,2012,,2,,,,,,,
10006840,University of Birmingham,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,"Bedmap2 : Improved ice bed, surface and thickness datasets for Antarctica",,,The Cryosphere,7,1,375,,,1994-0416,10.5194/tc-7-375-2013,,2013,http://www.scopus.com/inward/record.url?partnerID=yv4JPVwI&eid=2-s2.0-84874462170&md5=c12d4d2125cd07565c92712f0f5274db,59,,,,,,,
10006840,University of Birmingham,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Beyond the ‘weak state’: hybrid sovereignties in Beirut,,,Environment and Planning D: Society and Space,30,4,655,,,0263-7758,10.1068/d11410,,2012,,0,,,,,,,
10006840,University of Birmingham,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Biodiversity under threat in glacier-fed river systems,,,Nature Climate Change,2,,361,,,1758-678X,10.1038/nclimate1435,,2012,,3,,,,,,,
10006840,University of Birmingham,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Can a Species Be a Person? : A Trope and Its Entanglements in the Anthropocene Era,,,Current Anthropology,52,5,661,,,00113204,10.1086/661287,,2011,,2,,,,,,,
10006840,University of Birmingham,C,17,"Geography, Environmental Studies and Archaeology", ,,,D,Can we distinguish flood frequency and magnitude in the sedimentological record of rivers?,,,Geology,38,7,579,,,0091-7613,10.1130/G30861.1,,2010,,7,,,,,,,
