Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKPRN,Institution,MainPanel,uoaId,UnitOfAssessment,msubId,MultipleSubmission,JointSubmission,OutputTypeId,Title,Place,Publisher,VolumeTitle,Volume,Issue,FirstPage,ArticleNumber,ISBN,ISSN,DOI,PatentNumber,Year,URL,NumberOfAdditionalAuthors,IsForeignLanguageOutput,IsInterdisciplinary,ProposeDoubleWeighting,ResearchGroup,CitationsApplicable,CitedByCount,CrossReferToUoa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institution code (UKPRN),Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Output type,Title,Place,Publisher,Volume title,Volume,Issue,First page,Article number,ISBN,ISSN,DOI,Patent number,Year,URL,Number of additional authors,Non-english,Interdisciplinary,Proposed double-weighted,Research group,Citations applicable,Citation count,Cross- referral requested
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Ginzburg-Landau vortices driven by the              Landau-Lifshitz-Gilbert equation,,,Archive for Rational Mechanics and Analysis,199,3,843,,,0003-9527,10.1007/s00205-010-0356-0,,2011,"http://dx.doi.org/10.1007/s00205-010-0356-0,",3,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Goal-oriented error estimation and adaptivity for fluid-structure interaction using exact linearized adjoints,,,Computer Methods in Applied Mechanics and Engineering,200,37-40,2738,,,0045-7825,10.1016/j.cma.2010.12.010,,2011,http://www.sciencedirect.com/science/article/pii/S0045782510003555,3,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Goal-oriented error estimation and adaptivity for free-boundary problems: the domain-map linearization approach,,,SIAM Journal on Scientific Computing,32,2,1064,,,1064-8275,10.1137/080741227,,2010,http://epubs.siam.org/doi/abs/10.1137/080741227,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Goal-oriented error estimation for Cahn-Hilliard models of binary phase transition,,,Numerical Methods for Partial Differential Equations,27,1,160,,,0749-159X,10.1002/num.20638,,2011,http://onlinelibrary.wiley.com/doi/10.1002/num.20638/abstract,3,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Gravity-driven thin-film flow using a new contact line model,,,IMA JOURNAL OF APPLIED MATHEMATICS,73,1,4,,,0272-4960,10.1093/imamat/hxm042,,2008,http://imamat.oxfordjournals.org/content/73/1/4,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Group elastic symmetries common to continuum and discrete defective crystals,,,Journal of Elasticity,n/a,n/a,n/a,,,0374-3535,10.1007/s10659-013-9450-5,,2013,,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Hierarchical Bayesian modeling of pharmacophores in bioinformatics,,,Biometrics,67,2,611,,,0006-341X,10.1111/j.1541-0420.2010.01460.x,,2011,http://onlinelibrary.wiley.com/doi/10.1111/j.1541-0420.2010.01460.x/abstract?,4,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Holomorphic factorization for a quantum tetrahedron,,,Communications in Mathematical Physics,297,1,45,,,0010-3616,10.1007/s00220-010-1036-5,,2010,http://link.springer.com/article/10.1007%2Fs00220-010-1036-5,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Homogeneous auxin steady states and spontaneous oscillations in flux-based auxin transport models,,,SIAM Journal on Applied Dynamical Systems,12,3,1330,,,1536-0040,10.1137/120891538,,2013,http://dx.doi.org/10.1137/120891538,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Inference for epidemics with three levels of mixing: methodology and application to a measles outbreak,,,"Scandinavian Journal of Statistics, Theory and Applications",38,3,578,,,0303-6898,10.1111/j.1467-9469.2010.00726.x,,2011,http://onlinelibrary.wiley.com/doi/10.1111/j.1467-9469.2010.00726.x/abstract,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,In-out decomposition of boundary integral equations,,,Journal of Physics A: Mathematical and Theoretical,46,43,,435203,,1751-8113,10.1088/1751-8113/46/43/435203,,2013,http://iopscience.iop.org/1751-8121/46/43/435203/,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Instabilities in threshold-diffusion equations with delay,,,Physica D: Nonlinear Phenomena,238,3,264,,,0167-2789,10.1016/j.physd.2008.10.014,,2009,http://www.sciencedirect.com/science/article/pii/S0167278908003692,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Interface dynamics in planar neural field models,,,Journal of Mathematical Neuroscience,2,1,,9,,2190-8567,10.1186/2190-8567-2-9,,2012,,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Intrinsic distortion of a fully differential BD-modulated class-D amplifier with analog feedback,,,IEEE Transactions on Circuits and Systems I: Regular Papers,60,1,63,,,1549-8328,10.1109/TCSI.2012.2215713,,2013,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=6335451,2,,Yes,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,C,Isoclinism and stable cohomology of wreath products,,Springer,"Birational Geometry, Rational Curves, and Arithmetic",,,,,978-1-4614-6481-5,,10.1007/978-1-4614-6482-2_3,,2013,http://link.springer.com/chapter/10.1007/978-1-4614-6482-2_3,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Kernels of L-functions of cusp forms,,,Mathematische Annalen,346,4,897,,,0025-5831,10.1007/s00208-009-0419-4,,2010,http://link.springer.com/article/10.1007%2Fs00208-009-0419-4,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Killed Brownian motion and inequalities among solutions of the Schrodinger equation,,,Stochastic Processes and their Applications,119,4,1257,,,0304-4149,10.1016/j.spa.2008.06.008,,2009,http://www.sciencedirect.com/science/article/pii/S0304414908001051,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Kinetic Monte Carlo simulations of flow-induced nucleation in polymer melts,,,Faraday Discussions,144,,71,,,1359-6640,10.1039/b901606f,,2010,http://pubs.rsc.org/en/Content/ArticleLanding/2010/FD/b901606f,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Laguerre population processes,,,"Proceedings of the Royal Society A: Mathematical, Physical & Engineering Sciences",468,,1,,,1364-5021,10.1098/rspa.2011.0557,,2012,http://rspa.royalsocietypublishing.org/content/early/2012/02/22/rspa.2011.0557.full.pdf,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Local asymptotic normality for finite dimensional quantum systems,,,Communications in Mathematical Physics,289,2,597,,,0010-3616,10.1007/s00220-009-0787-3,,2009,http://link.springer.com/article/10.1007%2Fs00220-009-0787-3,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Localized hexagon patterns of the planar Swift-Hohenberg equation,,,Siam Journal on Applied Dynamical Systems,7,3,1049,,,1536-0040,10.1137/070707622,,2008,http://epubs.siam.org/doi/abs/10.1137/070707622,3,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Localized standing waves in inhomogeneous Schrodinger equations,,,Nonlinearity,23,9,2059,,,0951-7715,10.1088/0951-7715/23/9/002,,2010,http://iopscience.iop.org/0951-7715/23/9/002/,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Lorentzian spin foam amplitudes: graphical calculus and asymptotics,,,Classical and Quantum Gravity,27,16,,165009,,0264-9381,10.1088/0264-9381/27/16/165009,,2010,http://iopscience.iop.org/0264-9381/27/16/165009/,4,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Mathematical modeling elucidates the role of transcriptional feedback in gibberellin signaling,,,Proceedings of the National Academy of Sciences of the United States of America,109,19,7571,,,0027-8424,10.1073/pnas.1113666109,,2012,http://www.pnas.org/content/109/19/7571,10,,Yes,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,"Mathematical modeling predicts synergistic antitumor effects of combining a macrophage-based, hypoxia-targeted gene therapy with chemotherapy",,,Cancer Research,71,8,,2826,,0008-5472,10.1158/0008-5472.CAN-10-2834,,2011,http://cancerres.aacrjournals.org/content/71/8/2826,6,,Yes,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Mathematical modelling of the active hearing process In mosquitoes,,,Journal of the Royal Society Interface,7,42,105,,,1742-5689,10.1098/rsif.2009.0091,,2010,http://rsif.royalsocietypublishing.org/content/7/42/105.full,4,,Yes,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Mathematical models of the homochiralisation of crystals by grinding,,,Origins of Life and Evolution of Biospheres,41,2,133,,,0169-6149,10.1007/s11084-010-9221-2,,2011,http://link.springer.com/article/10.1007%2Fs11084-010-9221-2,0,,,,Industrial and Applied Mathematics,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Mean-periodicity and zeta functions,,,Annales de l'Institut Fourier,62,5,1819,,,0373-0956,10.5802/aif.2737,,2012,http://aif.cedram.org/item?id=AIF_2012__62_5_1819_0,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Measurement of stimulated Hawking emission in an analogue system,,,Physical Review Letters,106,2,,021302,,0031-9007,10.1103/PhysRevLett.106.021302,,2011,http://prl.aps.org/abstract/PRL/v106/i2/e021302,4,,Yes,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Mixed effect modelling of proteomic mass spectrometry data by using Gaussian mixtures,,,Journal of the Royal Statistical Society: Series C (Applied Statistics),59,4,617,,,0035-9254,10.1111/j.1467-9876.2009.00706.x,,2010,http://onlinelibrary.wiley.com/doi/10.1111/j.1467-9876.2009.00706.x/abstract,4,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,C,Model theory guidance in number theory?,,Cambridge University Press,Model theory with applications to algebra and analysis,,,,,9780521694841,,,,2008,,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Modelling and analysis of planar cell polarity,,,Bulletin of Mathematical Biology,72,3,645,,,0092-8240,10.1007/s11538-009-9464-0,,2010,http://link.springer.com/article/10.1007%2Fs11538-009-9464-0,3,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Modelling framework for mass-growth,,,Mechanics Research Communications,50,,50,,,0093-6413,10.1016/j.mechrescom.2013.03.005,,2013,http://www.sciencedirect.com/science/article/pii/S0093641313000517,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Mode-mixing quantum gates and entanglement without particle creation in periodically accelerated cavities,,,New Journal of Physics,15,7,,073052,,1367-2630,10.1088/1367-2630/15/7/073052,,2013,,3,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Monotone policies and indexability for bi-directional restless bandits,,,Journal of Applied Probability,45,1,51,,,0021-9002,10.1239/aap/1363354103,,2013,http://projecteuclid.org/euclid.aap/1363354103,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Motion generates entanglement,,,"Physical Review D: Particles, Fields, Gravitation, and Cosmology",85,8,,081701,,1550-7998,10.1103/PhysRevD.85.081701,,2012,http://link.aps.org/doi/10.1103/PhysRevD.85.081701,3,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Motivic splitting lemma,,,Documenta Mathematica,13,,81,,,1431-0635,,,2008,http://www.emis.de/journals/DMJDMV/vol-13/04.pdf,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Multilevel Monte Carlo methods and applications to elliptic PDEs with random coefficients,,,Computing and Visualization in Science,14,1,3,,,1432-9360,10.1007/s00791-011-0160-x,,2011,http://link.springer.com/article/10.1007%2Fs00791-011-0160-x,3,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Multiscale analysis of pattern formation via intercellular signalling,,,Mathematical Biosciences,231,2,172,,,0025-5564,10.1016/j.mbs.2011.03.003,,2011,http://www.sciencedirect.com/science/article/pii/S0025556411000332,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Network epidemic models with two levels of mixing,,,Mathematical Biosciences,212,1,69,,,0025-5564,10.1016/j.mbs.2008.01.001,,2008,http://www.sciencedirect.com/science/article/pii/S0025556408000023,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Neuronal networks with gap junctions: a study of piece-wise linear planar neuron models,,,SIAM Journal on Applied Dynamical Systems,7,3,1101,,,1536-0040,10.1137/070707579,,2008,http://epubs.siam.org/doi/abs/10.1137/070707579,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,New integral representations of Whittaker functions for classical Lie groups,,,Russian Mathematical Surveys,67,1,1,,,0036-0279,10.1070/RM2012v067n01ABEH004776,,2012,http://iopscience.iop.org/0036-0279/67/1/R01/,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,"Non-Euclidean statistics for covariance matrices, with applications to diffusion tensor imaging",,,Annals of Applied Statistics,3,3,1102,,,1932-6157,10.1214/09-AOAS249,,2009,http://projecteuclid.org/euclid.aoas/1254773280,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Non-real zeroes of real entire derivatives,,,Journal d'Analyse Mathématique,117,1,87,,,0021-7670,10.1007/s11854-012-0015-5,,2012,http://dx.doi.org/10.1007/s11854-012-0015-5,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Non-real zeros of derivatives of real meromorphic functions of infinite order,,,Mathematical Proceedings of the Cambridge Philosophical Society,150,2,343,,,0305-0041,10.1017/S030500411000054X,,2011,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=8025779,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Non-real zeros of linear differential polynomials,,,Journal d'Analyse Mathématique,107,1,107,,,0021-7670,10.1007/s11854-009-0005-4,,2009,http://link.springer.com/article/10.1007%2Fs11854-009-0005-4,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,On coercivity and regularity  for linear elliptic systems,,,Calculus of Variations and Partial Differential Equations,40,1-2,65,,,0944-2669,10.1007/s00526-010-0334-2,,2011,http://link.springer.com/article/10.1007%2Fs00526-010-0334-2?LI=true,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,On loss of ellipticity in second-gradient hyper-elasticity of fibre-reinforced materials,,,International Journal of Non-Linear Mechanics,47,2,117,,,0020-7462,10.1016/j.ijnonlinmec.2011.03.012,,2012,http://www.sciencedirect.com/science/article/pii/S0020746211000369,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,On parabolic Whittaker functions II,,,Central European Journal of Mathematics,10,2,543,,,1895-1074,10.2478/s11533-011-0129-5,,2012,http://link.springer.com/article/10.2478%2Fs11533-011-0129-5,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,On the effects of mass and momentum transfer from droplets impacting on steady two-dimensional rimming flow in a horizontal cylinder,,,Physics of Fluids,24,5,,053103,,1070-6631,10.1063/1.4718653,,2012,http://pof.aip.org/resource/1/phfle6/v24/i5/p053103_s1,3,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,On the induced distribution of the shape of the projection of a randomly rotated configuration,,,Advances in Applied Probability,42,2,331,,,0001-8678,10.1239/aap/1275055231,,2010,http://projecteuclid.org/DPubS?service=UI&version=1.0&verb=Display&handle=euclid.aap/1275055231,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,On the joint statistics of stable random processes,,,Journal of Physics A: Mathematical and Theoretical,44,43,1,435101,,1751-8113,10.1088/1751-8113/44/43/435101,,2011,http://iopscience.iop.org/1751-8121/44/43/435101/,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,On universal coercivity in linear elasticity,,,SIAM Journal on Mathematical Analysis,42,1,298,,,0036-1410,10.1137/080721443,,2010,http://dx.doi.org/10.1137/080721443,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Optimal estimation of qubit states with continuous time measurements,,,Communications in Mathematical Physics,277,1,127,,,0010-3616,10.1007/s00220-007-0357-5,,2008,http://www.springerlink.com/content/d4v3j05516068657/,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Optimal quantum estimation of the Unruh-Hawking effect,,,Physical Review Letters,105,15,,151301,,0031-9007,10.1103/PhysRevLett.105.151301,,2010,http://prl.aps.org/abstract/PRL/v105/i15/e151301,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Over-spinning a black hole with a test body,,,Physical Review Letters,103,14,,141101,,0031-9007,10.1103/PhysRevLett.103.141101,,2009,http://prl.aps.org/abstract/PRL/v103/i14/e141101,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Parabolic Whittaker functions and topological field theories I,,,Communications in Number Theory and Physics,5,1,135,,,1931-4523,10.4310/CNTP.2011.v5.n1.a4,,2011,http://dx.doi.org/10.4310/CNTP.2011.v5.n1.a4,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Parity conjectures for elliptic curves over global fields of positive characteristic,,,Compositio Mathematica,147,4,1105,,,0010-437X,10.1112/S0010437X1100532X,,2011,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=8332788,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Periodic travelling waves of forced FPU lattices,,,Journal of Dynamics and Differential Equations,25,3,795,,,1040-7294,10.1007/s10884-013-9316-3,,2013,http://link.springer.com/article/10.1007%2Fs10884-013-9316-3,3,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Phenomenologically viable Lorentz-violating quantum gravity,,,Physical Review Letters,102,25,,251601,,0031-9007,10.1103/PhysRevLett.102.251601,,2009,http://prl.aps.org/abstract/PRL/v102/i25/e251601,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Pinned fluxons in a Josephson junction with a finite-length inhomogeneity,,,European Journal of Applied Mathematics,23,02,201,,,0956-7925,10.1017/S0956792511000301,,2012,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=8509582,3,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Polar plasticity of thin-walled composites made of ideal fibre-reinforced material,,,International Journal of Solids and Structures,50,7-8,1078,,,0020-7683,10.1016/j.ijsolstr.2012.12.010,,2013,http://www.sciencedirect.com/science/article/pii/S0020768312005215,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Population-scale modelling of cellular chemotaxis and aggregation,,,IMA Journal of Applied Mathematics,73,1,69,,,0272-4960,10.1093/imamat/hxm044,,2008,http://imamat.oxfordjournals.org/content/73/1/69,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Practical variance reduction via regression for simulating diffusions,,,SIAM Journal on Numerical Analysis,47,2,887,,,0036-1429,10.1137/060674661,,2009,http://epubs.siam.org/doi/abs/10.1137/060674661,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,"Prevalence and characterisation of, and producers' attitudes towards, hock lesions in UK dairy cattle",,,Veterinary Record,169,24,,634,,0042-4900,10.1136/vr.d5491,,2011,http://veterinaryrecord.bmj.com/content/169/24/634,6,,Yes,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Probabilistic approach for predicting periodic orbits in piecewise affine differential models,,,Bulletin of Mathematical Biology,75,6,967,,,0092-8240,10.1007/s11538-012-9773-6,,2013,http://link.springer.com/article/10.1007%2Fs11538-012-9773-6,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Pure connection action principle for general relativity,,,Physical Review Letters,106,25,,251103,,0031-9007,10.1103/PhysRevLett.106.251103,,2011,,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Quality factors of deformed dielectric cavities,,,Journal of Physics A: Mathematical and Theoretical,45,27,,275302,,1751-8113,10.1088/1751-8113/45/27/275302,,2012,http://iopscience.iop.org/1751-8121/45/27/275302,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Quantifying type-specific reproduction numbers for nosocomial pathogens: evidence for heightened transmission of an Asian sequence type 239 MRSA clone,,,PLoS Computational Biology,8,4,,e1002454,,1553-7358,10.1371/journal.pcbi.1002454,,2012,http://www.ploscompbiol.org/article/info%3Adoi%2F10.1371%2Fjournal.pcbi.1002454,5,,Yes,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Quantum benchmark for teleportation and storage of squeezed states,,,Physical Review Letters,100,17,,170503,,0031-9007,10.1103/PhysRevLett.100.170503,,2008,http://prl.aps.org/abstract/PRL/v100/i17/e170503,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Quantum ergodicity on graphs,,,Physical Review Letters,101,26,,264102,,0031-9007,10.1103/PhysRevLett.101.264102,,2008,http://prl.aps.org/abstract/PRL/v101/i26/e264102,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Quantum gravity asymptotics from the SU(2) 15j-symbol,,,International Journal of Modern Physics A,25,14,2897,,,0217-751X,10.1142/S0217751X10049281,,2010,http://www.worldscientific.com/doi/abs/10.1142/S0217751X10049281,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Quantum gravity without Lorentz invariance,,,Journal of High Energy Physics,2009,10,,033,,1029-8479,10.1088/1126-6708/2009/10/033,,2009,http://iopscience.iop.org/1126-6708/2009/10/033/,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Quantum learning: asymptotically optimal classification of qubit states,,,New Journal of Physics,12,,,123032,,1367-2630,10.1088/1367-2630/12/12/123032,,2010,http://iopscience.iop.org/1367-2630/12/12/123032/,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Quantum versus classical correlations in Gaussian states,,,Physical Review Letters,105,3,,030501,,0031-9007,10.1103/PhysRevLett.105.030501,,2010,http://dx.doi.org/10.1103/PhysRevLett.105.030501,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Quasiregular dynamics on the n-sphere,,,Ergodic Theory and Dynamical Systems,31,1,23,,,0143-3857,10.1017/S0143385709001072,,2011,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=7950849,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Rank-based model selection for multiple ions quantum tomography,,,New Journal of Physics,14,,,105002,,1367-2630,10.1088/1367-2630/14/10/105002,,2012,http://iopscience.iop.org/1367-2630/14/10/105002/,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,C,Rationality of integral cycles,,Deutscher Mathematiker-Vereinigung,Documenta Mathematica. Extra volume: A collection of manuscripts written in honour of Andrei A. Suslin on the occasion of his sixtieth birthday,,,,,9783936609486,,,,2010,,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Reconciliation of local and global symmetries for a class of crystals with defects,,,Journal of  Elasticity,107,1,81,,,0374-3535,10.1007/s10659-011-9342-5,,2012,http://link.springer.com/article/10.1007%2Fs10659-011-9342-5,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Reconstruction of function fields,,,Geometric and Functional Analysis,18,2,400,,,1016-443X,10.1007/s00039-008-0665-8,,2008,http://link.springer.com/article/10.1007%2Fs00039-008-0665-8,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Reconstruction of higher-dimensional function fields,,,Moscow Mathematical Journal,11,2,185,,,1609-3321,,,2011,http://www.mathnet.ru/php/archive.phtml?wshow=paper&jrnid=mmj&paperid=417&option_lang=eng,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Rotational symmetries of crystals with defects,,,Journal of Elasticity,94,2,147,,,0374-3535,10.1007/s10659-008-9188-7,,2009,http://link.springer.com/article/10.1007%2Fs10659-008-9188-7,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Saddlepoint approximations for the normalizing constant of Fisher–Bingham distributions on products of spheres and Stiefel manifolds,,,Biometrika,n/a,n/a,n/a,,,0006-3444,10.1093/biomet/ast021,,2013,,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Self-organised criticality in base-pair breathing in DNA with a defect,,,Physica D: Nonlinear Phenomena,240,16,1254,,,0167-2789,10.1016/j.physd.2011.04.018,,2011,http://dx.doi.org/10.1016/j.physd.2011.04.018,2,,,,Mathematical Medicine and Biology,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Self-points on elliptic curves,,,Algebra & Number Theory,3,3,283,,,1937-0652,10.2140/ant.2009.3.283,,2009,http://msp.org/ant/2009/3-3/p02.xhtml,0,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Semimartingales and geometric inequalities on locally symmetric manifolds,,,Probability Theory and Related Fields,142,1-2,285,,,0178-8051,10.1007/s00440-007-0105-y,,2008,,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Shape curves and geodesic modellng,,,Biometrika,97,3,567,,,0006-3444,10.1093/biomet/asq027,,2010,http://biomet.oxfordjournals.org/content/97/3/567,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Solving parabolic stochastic partial differential equations via averaging over characteristics,,,Mathematics of Computation,78,268,2075,,,0025-5718,10.1090/S0025-5718-09-02250-9,,2009,http://www.ams.org/journals/mcom/2009-78-268/S0025-5718-09-02250-9/home.html,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Space/time multigrid for a fluid-structure-interaction problem,,,Applied Numerical Mathematics,58,12,1951,,,0168-9274,10.1016/j.apnum.2007.11.012,,2008,http://www.sciencedirect.com/science/article/pii/S0168927407001833,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Spectral dimension as a probe of the ultraviolet continuum regime of causal dynamical triangulations,,,Physical Review Letters,107,13,,131303,,0031-9007,10.1103/PhysRevLett.107.131303,,2011,http://prl.aps.org/abstract/PRL/v107/i13/e131303,2,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Stability of monolayers and bilayers in a copolymer-homopolymer blend model,,,Interfaces and Free Boundaries,11,3,331,,,1463-9963,10.4171/IFB/214,,2009,,1,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Stability of stationary fronts in a non-linear wave equation with spatial inhomogeneity,,,Journal of Differential Equations,254,2,408,,,0022-0396,10.1016/j.jde.2012.08.007,,2013,http://www.sciencedirect.com/science/article/pii/S0022039612003154,3,,,,,,,
10007154,University of Nottingham,B,10,Mathematical Sciences, ,,,D,Stable and fast semi-implicit integration of the stochastic Landau–Lifshitz equation,,,Journal of Physics: Condensed Matter,22,17,,176001,,0953-8984,10.1088/0953-8984/22/17/176001,,2010,http://iopscience.iop.org/0953-8984/22/17/176001,4,,,,,,,
